sample_name	c13isotoperatiorate	collection_timestamp	cryosectionreplicate	description	dissolvedox	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	grosspsrate	hanssampleid	host_subject_id	irradiancepar	latitude	longitude	matdepthcryosectionmm	matdepthcryosectionmmscaled	matdepthcryosectionrel	pctcreplaced	pctcreplacedperhr	physical_specimen_location	physical_specimen_remaining	porosity	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	title
10481.Hans.2.27.3	2.998561765	4/9/14 21:00	2	laboratory microbial mat microcosm	354.5374397	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	27-Feb	27-Feb	not applicable	48.973062	119.476876	13.5	12	0.923076923	0.18153	0.0151275	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.8				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.2.28.1	2.493685079	4/9/14 21:00	2	laboratory microbial mat microcosm	304.0956951	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	28-Feb	28-Feb	not applicable	48.973062	119.476876	14	12.5	0.961538462	0.1082275	0.009018958	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.61				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.2.29.1	1.549179633	4/9/14 21:00	2	laboratory microbial mat microcosm	229.9646427	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	29-Feb	29-Feb	not applicable	48.973062	119.476876	14.5	13	1	0.135735	0.01131125	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.601				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.14.1	6.264275848	4/9/14 21:00	3	laboratory microbial mat microcosm	1172.766882	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	14-Mar	14-Mar	4.444226346	48.973062	119.476876	7	5.5	0.34375	0.41023	0.034185833	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.458				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.15.1	5.805409576	4/9/14 21:00	3	laboratory microbial mat microcosm	1065.668582	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	15-Mar	15-Mar	1.904755881	48.973062	119.476876	7.5	6	0.375	0.34151	0.028459167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.566				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.15.2	5.805409576	4/9/14 21:00	3	laboratory microbial mat microcosm	1065.668582	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	15-Mar	15-Mar	1.904755881	48.973062	119.476876	7.5	6	0.375	0.34151	0.028459167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.566				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.16.1	6.234380567	4/9/14 21:00	3	laboratory microbial mat microcosm	1007.957019	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	16-Mar	16-Mar	0.492506008	48.973062	119.476876	8	6.5	0.40625	0.272095	0.022674583	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.6135				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.17.1	6.918648788	4/9/14 21:00	3	laboratory microbial mat microcosm	930.4469604	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	17-Mar	17-Mar	not applicable	48.973062	119.476876	8.5	7	0.4375	0.50795	0.042329167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.594				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.18.1	8.860865008	4/9/14 21:00	3	laboratory microbial mat microcosm	864.3058662	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	18-Mar	18-Mar	not applicable	48.973062	119.476876	9	7.5	0.46875	0.06178	0.005148333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.62				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.18.2	8.860865008	4/9/14 21:00	3	laboratory microbial mat microcosm	864.3058662	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	18-Mar	18-Mar	not applicable	48.973062	119.476876	9	7.5	0.46875	0.06178	0.005148333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.62				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.19.1	5.968994508	4/9/14 21:00	3	laboratory microbial mat microcosm	800.7283012	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	19-Mar	19-Mar	not applicable	48.973062	119.476876	9.5	8	0.5	0.22216	0.018513333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.687				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.19.2	5.968994508	4/9/14 21:00	3	laboratory microbial mat microcosm	800.7283012	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	19-Mar	19-Mar	not applicable	48.973062	119.476876	9.5	8	0.5	0.22216	0.018513333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.687				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.19.3	5.968994508	4/9/14 21:00	3	laboratory microbial mat microcosm	800.7283012	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	19-Mar	19-Mar	not applicable	48.973062	119.476876	9.5	8	0.5	0.22216	0.018513333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.687				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.19.4	5.968994508	4/9/14 21:00	3	laboratory microbial mat microcosm	800.7283012	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	19-Mar	19-Mar	not applicable	48.973062	119.476876	9.5	8	0.5	0.22216	0.018513333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.687				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.19.5	5.968994508	4/9/14 21:00	3	laboratory microbial mat microcosm	800.7283012	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	19-Mar	19-Mar	not applicable	48.973062	119.476876	9.5	8	0.5	0.22216	0.018513333	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.687				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.20.1	6.964327561	4/9/14 21:00	3	laboratory microbial mat microcosm	760.7416168	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	20-Mar	20-Mar	not applicable	48.973062	119.476876	10	8.5	0.53125	0.32043	0.0267025	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.796				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.20.2	6.964327561	4/9/14 21:00	3	laboratory microbial mat microcosm	760.7416168	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	20-Mar	20-Mar	not applicable	48.973062	119.476876	10	8.5	0.53125	0.32043	0.0267025	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.796				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.20.3	6.964327561	4/9/14 21:00	3	laboratory microbial mat microcosm	760.7416168	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	20-Mar	20-Mar	not applicable	48.973062	119.476876	10	8.5	0.53125	0.32043	0.0267025	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.796				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.20.4	6.964327561	4/9/14 21:00	3	laboratory microbial mat microcosm	760.7416168	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	20-Mar	20-Mar	not applicable	48.973062	119.476876	10	8.5	0.53125	0.32043	0.0267025	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.796				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.21.1	5.995859856	4/9/14 21:00	3	laboratory microbial mat microcosm	713.5051918	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	21-Mar	21-Mar	not applicable	48.973062	119.476876	10.5	9	0.5625	0.35271	0.0293925	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.86				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.21.2	5.995859856	4/9/14 21:00	3	laboratory microbial mat microcosm	713.5051918	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	21-Mar	21-Mar	not applicable	48.973062	119.476876	10.5	9	0.5625	0.35271	0.0293925	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.86				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.21.3	5.995859856	4/9/14 21:00	3	laboratory microbial mat microcosm	713.5051918	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	21-Mar	21-Mar	not applicable	48.973062	119.476876	10.5	9	0.5625	0.35271	0.0293925	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.86				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.21.4	5.995859856	4/9/14 21:00	3	laboratory microbial mat microcosm	713.5051918	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	21-Mar	21-Mar	not applicable	48.973062	119.476876	10.5	9	0.5625	0.35271	0.0293925	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.86				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.21.5	5.995859856	4/9/14 21:00	3	laboratory microbial mat microcosm	713.5051918	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	21-Mar	21-Mar	not applicable	48.973062	119.476876	10.5	9	0.5625	0.35271	0.0293925	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.86				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.22.1	5.472505571	4/9/14 21:00	3	laboratory microbial mat microcosm	673.2476429	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	22-Mar	22-Mar	not applicable	48.973062	119.476876	11	9.5	0.59375	0.280583333	0.023381944	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.951				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.22.2	5.472505571	4/9/14 21:00	3	laboratory microbial mat microcosm	673.2476429	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	22-Mar	22-Mar	not applicable	48.973062	119.476876	11	9.5	0.59375	0.280583333	0.023381944	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.951				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.22.3	5.472505571	4/9/14 21:00	3	laboratory microbial mat microcosm	673.2476429	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	22-Mar	22-Mar	not applicable	48.973062	119.476876	11	9.5	0.59375	0.280583333	0.023381944	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.951				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.22.4	5.472505571	4/9/14 21:00	3	laboratory microbial mat microcosm	673.2476429	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	22-Mar	22-Mar	not applicable	48.973062	119.476876	11	9.5	0.59375	0.280583333	0.023381944	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.951				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.22.5	5.472505571	4/9/14 21:00	3	laboratory microbial mat microcosm	673.2476429	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	22-Mar	22-Mar	not applicable	48.973062	119.476876	11	9.5	0.59375	0.280583333	0.023381944	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.951				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.23.1	3.473041164	4/9/14 21:00	3	laboratory microbial mat microcosm	650.1352341	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	23-Mar	23-Mar	not applicable	48.973062	119.476876	11.5	10	0.625	0.279685	0.023307083	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.964				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.23.2	3.473041164	4/9/14 21:00	3	laboratory microbial mat microcosm	650.1352341	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	23-Mar	23-Mar	not applicable	48.973062	119.476876	11.5	10	0.625	0.279685	0.023307083	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.964				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.23.3	3.473041164	4/9/14 21:00	3	laboratory microbial mat microcosm	650.1352341	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	23-Mar	23-Mar	not applicable	48.973062	119.476876	11.5	10	0.625	0.279685	0.023307083	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.964				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.23.4	3.473041164	4/9/14 21:00	3	laboratory microbial mat microcosm	650.1352341	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	23-Mar	23-Mar	not applicable	48.973062	119.476876	11.5	10	0.625	0.279685	0.023307083	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.964				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.23.5	3.473041164	4/9/14 21:00	3	laboratory microbial mat microcosm	650.1352341	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	23-Mar	23-Mar	not applicable	48.973062	119.476876	11.5	10	0.625	0.279685	0.023307083	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.964				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.24.1	3.47084765	4/9/14 21:00	3	laboratory microbial mat microcosm	617.8548683	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	24-Mar	24-Mar	not applicable	48.973062	119.476876	12	10.5	0.65625	0.17369	0.014474167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.969				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.25.1	2.686877934	4/9/14 21:00	3	laboratory microbial mat microcosm	632.4714157	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	25-Mar	25-Mar	not applicable	48.973062	119.476876	12.5	11	0.6875	0.151325	0.012610417	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.938				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.25.2	2.686877934	4/9/14 21:00	3	laboratory microbial mat microcosm	632.4714157	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	25-Mar	25-Mar	not applicable	48.973062	119.476876	12.5	11	0.6875	0.151325	0.012610417	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.938				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.25.3	2.686877934	4/9/14 21:00	3	laboratory microbial mat microcosm	632.4714157	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	25-Mar	25-Mar	not applicable	48.973062	119.476876	12.5	11	0.6875	0.151325	0.012610417	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.938				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.25.4	2.686877934	4/9/14 21:00	3	laboratory microbial mat microcosm	632.4714157	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	25-Mar	25-Mar	not applicable	48.973062	119.476876	12.5	11	0.6875	0.151325	0.012610417	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.938				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.25.5	2.686877934	4/9/14 21:00	3	laboratory microbial mat microcosm	632.4714157	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	25-Mar	25-Mar	not applicable	48.973062	119.476876	12.5	11	0.6875	0.151325	0.012610417	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.938				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.26.1	2.381974554	4/9/14 21:00	3	laboratory microbial mat microcosm	605.2086227	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	26-Mar	26-Mar	not applicable	48.973062	119.476876	13	11.5	0.71875	0.121891667	0.010157639	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.9495				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.26.2	2.381974554	4/9/14 21:00	3	laboratory microbial mat microcosm	605.2086227	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	26-Mar	26-Mar	not applicable	48.973062	119.476876	13	11.5	0.71875	0.121891667	0.010157639	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.9495				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.26.3	2.381974554	4/9/14 21:00	3	laboratory microbial mat microcosm	605.2086227	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	26-Mar	26-Mar	not applicable	48.973062	119.476876	13	11.5	0.71875	0.121891667	0.010157639	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.9495				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.26.4	2.381974554	4/9/14 21:00	3	laboratory microbial mat microcosm	605.2086227	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	26-Mar	26-Mar	not applicable	48.973062	119.476876	13	11.5	0.71875	0.121891667	0.010157639	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.9495				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.26.5	2.381974554	4/9/14 21:00	3	laboratory microbial mat microcosm	605.2086227	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	26-Mar	26-Mar	not applicable	48.973062	119.476876	13	11.5	0.71875	0.121891667	0.010157639	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.9495				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.27.1	2.282179611	4/9/14 21:00	3	laboratory microbial mat microcosm	582.1182381	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	27-Mar	27-Mar	not applicable	48.973062	119.476876	13.5	12	0.75	0.17255	0.014379167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.959				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.27.2	2.282179611	4/9/14 21:00	3	laboratory microbial mat microcosm	582.1182381	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	27-Mar	27-Mar	not applicable	48.973062	119.476876	13.5	12	0.75	0.17255	0.014379167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.959				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.27.3	2.282179611	4/9/14 21:00	3	laboratory microbial mat microcosm	582.1182381	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	27-Mar	27-Mar	not applicable	48.973062	119.476876	13.5	12	0.75	0.17255	0.014379167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.959				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.27.4	2.282179611	4/9/14 21:00	3	laboratory microbial mat microcosm	582.1182381	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	27-Mar	27-Mar	not applicable	48.973062	119.476876	13.5	12	0.75	0.17255	0.014379167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.959				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.27.5	2.282179611	4/9/14 21:00	3	laboratory microbial mat microcosm	582.1182381	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	27-Mar	27-Mar	not applicable	48.973062	119.476876	13.5	12	0.75	0.17255	0.014379167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.959				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.28.1	2.343347538	4/9/14 21:00	3	laboratory microbial mat microcosm	541.8413443	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	28-Mar	28-Mar	not applicable	48.973062	119.476876	14	12.5	0.78125	0.149115	0.01242625	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.926				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.28.2	2.343347538	4/9/14 21:00	3	laboratory microbial mat microcosm	541.8413443	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	28-Mar	28-Mar	not applicable	48.973062	119.476876	14	12.5	0.78125	0.149115	0.01242625	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.926				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.28.3	2.343347538	4/9/14 21:00	3	laboratory microbial mat microcosm	541.8413443	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	28-Mar	28-Mar	not applicable	48.973062	119.476876	14	12.5	0.78125	0.149115	0.01242625	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.926				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.28.4	2.343347538	4/9/14 21:00	3	laboratory microbial mat microcosm	541.8413443	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	28-Mar	28-Mar	not applicable	48.973062	119.476876	14	12.5	0.78125	0.149115	0.01242625	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.926				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.28.5	2.343347538	4/9/14 21:00	3	laboratory microbial mat microcosm	541.8413443	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	28-Mar	28-Mar	not applicable	48.973062	119.476876	14	12.5	0.78125	0.149115	0.01242625	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.926				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.29.1	1.975235756	4/9/14 21:00	3	laboratory microbial mat microcosm	512.5653831	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	29-Mar	29-Mar	not applicable	48.973062	119.476876	14.5	13	0.8125	0.10107	0.0084225	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.924				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
