sample_name	alkylated_pahs	altitude	altitude_m	ammonium	ammonium_umol_per_l	anonymized_name	benzene	collection_timestamp	country	cycloalkanes	depth	depth_m	description	diss_inorg_nitrogen	diss_nitrate	diss_phosphate	distance	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	ethylbenzene	geo_loc_name	host_subject_id	isopropylbenzene	latitude	latitude_deg	longitude	longitude_deg	nitrate_umol_per_l	pah_sum	phosphate_umol_per_l	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	toluene	tot_carb	tot_nitro	tot_sulfur	tph_sum	zylenes_total
1197.SE.20101001.GY.ALTNF001.BC.139.a	20798.07	0	0.0	2501	2501	SE.20101001.GY.ALTNF001.BC.139	0.9	2010-10-01	GAZ:Gulf of Mexico	521.75	1543	1543.0	sediment	3705	1204	120	0.658584989	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101001.GY.ALTNF001.BC.139	1.75	28.704972	28.704972	-88.370508	-88.370508	1204	2295.875	120	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	3.535	0.145	0.589	23625.345	3.5
1197.SE.20101001.GY.LBNL1.BC.120	2313.94	0	0.0	623	623	SE.20101001.GY.LBNL1.BC.120	0.9	2010-10-01	GAZ:Gulf of Mexico	341.75	1561	1561.0	sediment	632	9	78	1.321833095	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101001.GY.LBNL1.BC.120	1.75	28.704972	28.704972	-88.492633	-88.492633	9	352.07	78	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	2.14	0.142	0.132	3017.41	3.5
1197.SE.20101001.GY.LBNL1.BC.120.a	2313.94	0	0.0	623	623	SE.20101001.GY.LBNL1.BC.120	0.9	2010-10-01	GAZ:Gulf of Mexico	341.75	1561	1561.0	sediment	632	9	78	1.321833095	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101001.GY.LBNL1.BC.120	1.75	28.704972	28.704972	-88.492633	-88.492633	9	352.07	78	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	2.14	0.142	0.132	3017.41	3.5
1197.SE.20101001.GY.NF006MOD.BC.143	9541.67	0	0.0	3198	3198	SE.20101001.GY.NF006MOD.BC.143	1.1	2010-10-01	GAZ:Gulf of Mexico	6.95	1517	1517.0	sediment	3450	252	104	0.944407475	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.25	Gulf of Mexico	SE.20101001.GY.NF006MOD.BC.143	2.25	28.745108	28.745108	-88.359144	-88.359144	252	1035.44	104	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.25	4.837	0.216	0.568	10596.41	4.5
1197.SE.20101001.GY.NF006MOD.BC.143.a	9541.67	0	0.0	3198	3198	SE.20101001.GY.NF006MOD.BC.143	1.1	2010-10-01	GAZ:Gulf of Mexico	6.95	1517	1517.0	sediment	3450	252	104	0.944407475	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.25	Gulf of Mexico	SE.20101001.GY.NF006MOD.BC.143	2.25	28.745108	28.745108	-88.359144	-88.359144	252	1035.44	104	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.25	4.837	0.216	0.568	10596.41	4.5
1197.SE.20101002.GY.FF005.BC.147	392.435	0	0.0	814	814	SE.20101002.GY.FF005.BC.147	1.1	2010-10-02	GAZ:Gulf of Mexico	4.4	1003	1003.0	sediment	1576	762	142	20.50524047	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.2	Gulf of Mexico	SE.20101002.GY.FF005.BC.147	2.2	28.806806	28.806806	-88.561094	-88.561094	762	79.825	142	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.2	2.723	0.156	0.161	488.76	4.4
1197.SE.20101002.GY.FF005.BC.147.a	392.435	0	0.0	814	814	SE.20101002.GY.FF005.BC.147	1.1	2010-10-02	GAZ:Gulf of Mexico	4.4	1003	1003.0	sediment	1576	762	142	20.50524047	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.2	Gulf of Mexico	SE.20101002.GY.FF005.BC.147	2.2	28.806806	28.806806	-88.561094	-88.561094	762	79.825	142	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.2	2.723	0.156	0.161	488.76	4.4
1197.SE.20101002.GY.FF010.BC.151	1000.3	0	0.0	421	421	SE.20101002.GY.FF010.BC.151	1	2010-10-02	GAZ:Gulf of Mexico	4	1356	1356.0	sediment	719	298	126	10.0790982	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2	Gulf of Mexico	SE.20101002.GY.FF010.BC.151	2	28.667883	28.667883	-88.429986	-88.429986	298	141.2	126	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2	2.7	0.18	0.369	1156.5	4
1197.SE.20101002.GY.FF010.BC.151.a	1000.3	0	0.0	421	421	SE.20101002.GY.FF010.BC.151	1	2010-10-02	GAZ:Gulf of Mexico	4	1356	1356.0	sediment	719	298	126	10.0790982	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2	Gulf of Mexico	SE.20101002.GY.FF010.BC.151	2	28.667883	28.667883	-88.429986	-88.429986	298	141.2	126	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2	2.7	0.18	0.369	1156.5	4
1197.SE.20101002.GY.LBNL7.BC.155	152.895	0	0.0	3709	3709	SE.20101002.GY.LBNL7.BC.155	1.15	2010-10-02	GAZ:Gulf of Mexico	4.7	1545	1545.0	sediment	3986	277	140	15.14278466	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.35	Gulf of Mexico	SE.20101002.GY.LBNL7.BC.155	2.35	28.639058	28.639058	-88.471317	-88.471317	277	62.08	140	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.35	3.777	0.194	0.199	232.575	4.7
1197.SE.20101002.GY.LBNL7.BC.155.a	152.895	0	0.0	3709	3709	SE.20101002.GY.LBNL7.BC.155	1.15	2010-10-02	GAZ:Gulf of Mexico	4.7	1545	1545.0	sediment	3986	277	140	15.14278466	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.35	Gulf of Mexico	SE.20101002.GY.LBNL7.BC.155	2.35	28.639058	28.639058	-88.471317	-88.471317	277	62.08	140	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.35	3.777	0.194	0.199	232.575	4.7
1197.SE.20101003.GY.FF004.BC.174	230.025	0	0.0	436	436	SE.20101003.GY.FF004.BC.174	1.25	2010-10-03	GAZ:Gulf of Mexico	5	838	838.0	sediment	542	106	102	29.68035622	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.5	Gulf of Mexico	SE.20101003.GY.FF004.BC.174	2.5	28.834111	28.834111	-88.650017	-88.650017	106	83.81	102	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.5	3.172	0.218	0.348	332.585	5
1197.SE.20101008.GY.ALTFF012.BC.182	16.5	0	0.0	513	513	SE.20101008.GY.ALTFF012.BC.182	1.1	2010-10-08	GAZ:Gulf of Mexico	4.4	1575.51	1575.51	sediment	614	101	139	55.74436927	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.2	Gulf of Mexico	SE.20101008.GY.ALTFF012.BC.182	2.2	28.297258	28.297258	-88.636311	-88.636311	101	31.21	139	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.2	3.638	0.172	0.442	64.21	4.4
1197.SE.20101008.GY.D015S.BC.178	21.635	0	0.0	287	287	SE.20101008.GY.D015S.BC.178	1.15	2010-10-08	GAZ:Gulf of Mexico	4.7	1738.23	1738.23	sediment	422	134	77	55.77333323	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.35	Gulf of Mexico	SE.20101008.GY.D015S.BC.178	2.35	28.293817	28.293817	-88.043539	-88.043539	134	44.8	77	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.35	5.348	0.215	0.682	84.035	4.7
1197.SE.20101008.GY.FF011.BC.205	29.665	0	0.0	119	119	SE.20101008.GY.FF011.BC.205	1.1	2010-10-08	GAZ:Gulf of Mexico	4.4	1638.95	1638.95	sediment	615	496	130	29.979197	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.2	Gulf of Mexico	SE.20101008.GY.FF011.BC.205	2.2	28.511	28.511	-88.529942	-88.529942	496	76.285	130	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.2	2.474	0.17	0.197	122.45	4.4
1197.SE.20101008.GY.LBNL11.BC.186	27.295	0	0.0	1260	1260	SE.20101008.GY.LBNL11.BC.186	0.85	2010-10-08	GAZ:Gulf of Mexico	3.5	1437.72	1437.72	sediment	1487	227	94	59.51782437	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101008.GY.LBNL11.BC.186	1.75	28.345175	28.345175	-88.778517	-88.778517	227	59.015	94	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	2.656	0.139	0.192	99.41	3.5
1197.SE.20101008.GY.LBNL11.BC.186.a	27.295	0	0.0	1260	1260	SE.20101008.GY.LBNL11.BC.186	0.85	2010-10-08	GAZ:Gulf of Mexico	3.5	1437.72	1437.72	sediment	1487	227	94	59.51782437	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101008.GY.LBNL11.BC.186	1.75	28.345175	28.345175	-88.778517	-88.778517	227	59.015	94	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	2.656	0.139	0.192	99.41	3.5
1197.SE.20101009.GY.ALTFF002.BC.225	87.135	0	0.0	2344	2344	SE.20101009.GY.ALTFF002.BC.225	0.95	2010-10-09	GAZ:Gulf of Mexico	3.9	230.05	230.05	sediment	3558	1214	402	56.04094389	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.95	Gulf of Mexico	SE.20101009.GY.ALTFF002.BC.225	1.95	28.939914	28.939914	-88.893092	-88.893092	1214	106.595	402	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.95	2.314	0.195	0.204	208.33	3.9
1197.SE.20101009.GY.ALTFF002.BC.225.a	87.135	0	0.0	2344	2344	SE.20101009.GY.ALTFF002.BC.225	0.95	2010-10-09	GAZ:Gulf of Mexico	3.9	230.05	230.05	sediment	3558	1214	402	56.04094389	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.95	Gulf of Mexico	SE.20101009.GY.ALTFF002.BC.225	1.95	28.939914	28.939914	-88.893092	-88.893092	1214	106.595	402	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.95	2.314	0.195	0.204	208.33	3.9
1197.SE.20101009.GY.D014S.BC.213	27.25	0	0.0	343	343	SE.20101009.GY.D014S.BC.213	1.1	2010-10-09	GAZ:Gulf of Mexico	4.4	1759.94	1759.94	sediment	811	468	113	20.88850516	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.2	Gulf of Mexico	SE.20101009.GY.D014S.BC.213	2.2	28.565414	28.565414	-88.448072	-88.448072	468	28.735	113	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.2	3.236	0.174	0.451	72.485	4.4
1197.SE.20101009.GY.D017S.BC.209	35.115	0	0.0	187	187	SE.20101009.GY.D017S.BC.209	1.1	2010-10-09	GAZ:Gulf of Mexico	4.3	1711.75	1711.75	sediment	642	455	79	31.49623689	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.15	Gulf of Mexico	SE.20101009.GY.D017S.BC.209	2.15	28.473367	28.473367	-88.478322	-88.478322	455	53.925	79	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.15	2.875	0.197	0.321	105.19	4.3
1197.SE.20101009.GY.D019S.BC.217	95.925	0	0.0	95	95	SE.20101009.GY.D019S.BC.217	0.95	2010-10-09	GAZ:Gulf of Mexico	3.9	1656.18	1656.18	sediment	264	169	120	7.552343646	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.95	Gulf of Mexico	SE.20101009.GY.D019S.BC.217	1.95	28.672706	28.672706	-88.368517	-88.368517	169	56.135	120	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.95	2.378	0.17	0.368	166.66	3.9
1197.SE.20101009.GY.FF001.BC.229	42.33	0	0.0	1778	1778	SE.20101009.GY.FF001.BC.229	0.85	2010-10-09	GAZ:Gulf of Mexico	3.3	79.04	79.04	sediment	2051	274	330	69.57961968	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.65	Gulf of Mexico	SE.20101009.GY.FF001.BC.229	1.65	28.968861	28.968861	-89.029936	-89.029936	274	131.64	330	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.65	2.382	0.24	0.559	186.37	3.3
1197.SE.20101009.GY.FF003.BC.221	58.2	0	0.0	607	607	SE.20101009.GY.FF003.BC.221	1	2010-10-09	GAZ:Gulf of Mexico	4	492.93	492.93	sediment	1188	581	120	40.98587048	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2	Gulf of Mexico	SE.20101009.GY.FF003.BC.221	2	28.87395	28.87395	-88.756894	-88.756894	581	97.975	120	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2	2.918	0.213	0.351	171.175	4
1197.SE.20101010.GY.D053S.BC.241	15.42	0	0.0	222	222	SE.20101010.GY.D053S.BC.241	0.9	2010-10-10	GAZ:Gulf of Mexico	3.5	1409.38	1409.38	sediment	466	244	114	150.6346111	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101010.GY.D053S.BC.241	1.75	27.651172	27.651172	-89.282008	-89.282008	244	23.55	114	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	5.266	0.142	0.318	52.12	3.5
1197.SE.20101010.GY.D053S.BC.241.a	15.42	0	0.0	222	222	SE.20101010.GY.D053S.BC.241	0.9	2010-10-10	GAZ:Gulf of Mexico	3.5	1409.38	1409.38	sediment	466	244	114	150.6346111	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101010.GY.D053S.BC.241	1.75	27.651172	27.651172	-89.282008	-89.282008	244	23.55	114	LBNL	FALSE	TRUE				1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	5.266	0.142	0.318	52.12	3.5
1197.SE.20101010.GY.D062S.BC.233	42.635	0	0.0	223	223	SE.20101010.GY.D062S.BC.233	1	2010-10-10	GAZ:Gulf of Mexico	3.9	1303.41	1303.41	sediment	407	184	82	75.74947942	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.95	Gulf of Mexico	SE.20101010.GY.D062S.BC.233	1.95	28.265647	28.265647	-88.923322	-88.923322	184	66.525	82	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.95	6.604	0.363	0.798	123.81	3.9
1197.SE.20101010.GY.FF013.BC.237	36.905	0	0.0	319	319	SE.20101010.GY.FF013.BC.237	1.3	2010-10-10	GAZ:Gulf of Mexico	5.2	1213.39	1213.39	sediment	452	133	134	89.88381808	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.6	Gulf of Mexico	SE.20101010.GY.FF013.BC.237	2.6	28.204853	28.204853	-89.056014	-89.056014	133	59.16	134	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.6	2.164	0.157	0.341	115.565	5.2
1197.SE.20101011.GY.D064S.BC.245	35.99	0	0.0	235	235	SE.20101011.GY.D064S.BC.245	1.05	2010-10-11	GAZ:Gulf of Mexico	4.2	1200.17	1200.17	sediment	437	202	75	265.0887219	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.1	Gulf of Mexico	SE.20101011.GY.D064S.BC.245	2.1	27.528031	27.528031	-90.568792	-90.568792	202	37.46	75	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.1	5.398	0.212	0.576	89.2	4.2
1197.SE.20101011.GY.D064S.BC.245.a	35.99	0	0.0	235	235	SE.20101011.GY.D064S.BC.245	1.05	2010-10-11	GAZ:Gulf of Mexico	4.2	1200.17	1200.17	sediment	437	202	75	265.0887219	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.1	Gulf of Mexico	SE.20101011.GY.D064S.BC.245	2.1	27.528031	27.528031	-90.568792	-90.568792	202	37.46	75	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.1	5.398	0.212	0.576	89.2	4.2
1197.SE.20101012.GY.D003S.BC.261	17.095	0	0.0	125	125	SE.20101012.GY.D003S.BC.261	1	2010-10-12	GAZ:Gulf of Mexico	3.9	2286	2286.0	sediment	384	259	46	74.89583111	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.95	Gulf of Mexico	SE.20101012.GY.D003S.BC.261	1.95	28.11671	28.11671	-88.071789	-88.071789	259	17.965	46	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.95	4.281	0.133	0.437	49.71	3.9
1197.SE.20101012.GY.D003S.BC.261.a	17.095	0	0.0	125	125	SE.20101012.GY.D003S.BC.261	1	2010-10-12	GAZ:Gulf of Mexico	3.9	2286	2286.0	sediment	384	259	46	74.89583111	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.95	Gulf of Mexico	SE.20101012.GY.D003S.BC.261	1.95	28.11671	28.11671	-88.071789	-88.071789	259	17.965	46	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.95	4.281	0.133	0.437	49.71	3.9
1197.SE.20101012.GY.D006S.BC.265	19.695	0	0.0	117	117	SE.20101012.GY.D006S.BC.265	0.9	2010-10-12	GAZ:Gulf of Mexico	3.5	2127	2127.0	sediment	351	234	74	49.21555175	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.75	Gulf of Mexico	SE.20101012.GY.D006S.BC.265	1.75	28.343094	28.343094	-88.139742	-88.139742	234	96.23	74	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.75	5.017	0.183	0.451	62.1	3.5
